8.719245016352590583e-02,-1.921782899424049340e-01,7.605049172617912856e-02,7.739923757060178378e-02,2.652355927150394921e-01,-6.928092602651347506e-03,5.905067196484591746e-02,-2.002732159434908454e-01,6.575597912169517389e-02,-2.119315650664990447e-01
-2.140871074056969747e-01,-2.134776598922298041e-01,1.539392471984739157e-02,4.697166934042195513e-02,1.045150533540550181e-01,1.411461909389721825e-01,-1.944033547860363753e-01,8.487650215186745561e-02,1.209351678255701362e-01,8.110398490463918697e-02
-2.250780350541485286e-01,-1.434309318048592186e-01,-2.032794212665853251e-01,1.552232606706813733e-01,7.112936483581625002e-02,1.782908167695735346e-01,-1.934728698626804189e-01,1.341264931184411313e-01,1.282407987340046795e-01,5.891431605277112904e-02
8.635772163168055349e-02,7.548227547122721148e-02,1.017786608463859127e-01,6.680614446556491781e-02,-1.907285998267299332e-01,1.422136555125897428e-01,-6.420309218343717150e-02,-1.630858821805024617e-01,1.166134673601063321e-01,-1.768165118428004223e-01
-2.179131628040624491e-01,1.361558828158668799e-01,1.063692983607691100e-01,-2.575032644401913373e-01,7.181067834817289608e-02,-2.117685843736969165e-01,1.011746757969891330e-01,3.255945961941384553e-02,2.103125948574550708e-01,4.102682520855439885e-02
1.638014858565894349e-01,-8.462575287873962127e-02,-7.283894350708657039e-02,-8.052629880210855629e-02,-2.361345406670668223e-01,1.326049052781891335e-01,-1.130018452376618798e-01,1.132067990860869816e-01,-1.274828909314708603e-01,2.579487789106877371e-01
-1.280608034874535506e-01,2.372404154729763071e-01,-1.032662173144601736e-01,2.431066841367666431e-01,-2.324326455791335053e-02,1.534662362787093948e-01,-9.888188880748173537e-02,-5.488905606614271487e-02,-1.702625000749954376e-01,1.391126271444174771e-02
-1.573327534817578754e-01,1.932422610474311964e-01,5.605520641880736010e-02,1.931560244101336865e-01,-4.335608429179718670e-02,1.823547507418052660e-01,-1.300466103845788202e-01,-7.916646305285424123e-02,-1.667893104178491681e-01,-7.933060273916804628e-02
-1.650932768407610274e-01,1.302625407612423292e-01,8.108299574174140933e-02,1.952496448495373849e-01,-2.440152662553409790e-01,-1.777211518325167716e-01,9.312853012238045403e-02,1.118953079456830174e-01,-1.670079447305930775e-01,1.446402513769297626e-01
8.056732907079414141e-02,-2.304375647722035625e-01,-1.061922405504031330e-01,1.520105133112543139e-01,9.511779664797659350e-02,1.272265606791081194e-01,8.624925736369864690e-03,-2.221832196396507642e-01,-1.008611599554425642e-01,2.212480743463924870e-01
